EigenVal1	EigenVal2	EigenVal3	EigenVec1X	EigenVec1Y	EigenVec1Z	EigenVec2X	EigenVec2Y	EigenVec2Z	EigenVec3X	EigenVec3Y	EigenVec3Z	Volume3d (mm^3) 	Shape_VA3d	Length3d (mm) 	index
0.0159624	0.00520599	0.00096069	0.690622	0.690575	-0.214817	-0.71576	0.695196	-0.0662653	0.103579	0.199522	0.974404	0.00298189	11.1418	0.553563	25059
0.015953	0.00476009	0.00076606	0.03193	0.980618	-0.19331	0.220711	0.181716	0.958262	0.974817	-0.0732628	-0.210631	0.0037781	5.61339	0.486049	31294
0.0159121	0.00424395	0.00116442	0.43319	0.895892	0.0986067	0.899862	-0.423719	-0.103493	0.0509374	-0.133565	0.98973	0.00268526	10.145	0.501239	29090
0.0159019	0.00338188	0.00278422	0.98519	0.131729	-0.109765	-0.0318113	0.769455	0.637908	0.16849	-0.624969	0.76225	0.0092579	4.83432	0.559597	20971
0.0158608	0.00253579	0.00111333	0.724683	0.621558	0.297488	-0.499734	0.176807	0.847942	-0.474447	0.763154	-0.438743	0.00295066	5.19994	0.50618	15917
0.0158389	0.00982637	0.0031678	-0.518717	0.814311	-0.260442	0.81188	0.373709	-0.448545	0.267926	0.444115	0.854972	0.0192027	4.82711	0.742643	21264
0.015802	0.0108298	0.00273441	-0.124206	-0.554493	0.822867	-0.637198	0.680273	0.362225	0.760625	0.479339	0.437816	0.00949208	9.85137	0.63565	24527
0.015686	0.00186277	0.000814209	0.686183	-0.539666	0.487764	0.710038	0.642639	-0.287856	-0.15811	0.543853	0.824151	0.00129579	6.01571	0.47367	26434
0.0156115	0.00898141	0.00131627	-0.645764	0.619609	-0.446176	-0.0660434	0.536837	0.841097	0.760675	0.572617	-0.305749	0.0139727	5.24367	0.659082	19980
0.0155777	0.00184034	0.0003698	0.80744	-0.4789	0.344522	0.566723	0.791895	-0.227435	-0.163907	0.378889	0.910812	0.00237302	5.29747	0.587383	21257
0.0155681	0.00157861	0.00104434	0.868018	-0.219863	0.445202	-0.431573	0.109314	0.89543	0.245538	0.969387	0	0.00384055	4.5551	0.490153	15664
0.015558	0.00292626	0.00251905	0.466454	0.657822	0.591347	-0.127615	-0.611491	0.780893	0.875292	-0.439715	-0.201284	0.00955453	4.20031	0.573824	19586
0.0155349	0.00435562	0.00102283	0.0133714	0.886929	-0.461713	0.00696002	0.46166	0.88703	0.999886	-0.0150744	0	0.0100385	3.43604	0.638106	17714
0.0155078	0.00269623	0.000368826	0.426016	0.769798	-0.475312	0.87232	-0.210176	0.441457	0.239933	-0.602692	-0.761048	0.00396544	4.9242	0.543605	33442
0.0155064	0.0103129	0.00380197	0.391181	-0.500807	0.77212	0.669958	-0.42025	-0.612002	0.630979	0.756692	0.171125	0.0248699	4.00426	0.733323	13369
0.0154736	0.00822453	0.00278539	-0.448451	0.875682	-0.179087	0.78471	0.481658	0.390175	-0.427928	-0.0344427	0.903156	0.0116621	7.4205	0.659909	14008
0.0153824	0.00352629	0.00075517	-0.286777	0.294326	0.911664	0.760169	0.649052	0.0295785	-0.583012	0.701501	-0.40987	0.00409034	5.90066	0.489588	10994
0.0153576	0.0080789	0.00177148	0.936934	-0.26085	-0.232619	0.0937169	-0.45369	0.886218	0.336707	0.852128	0.400632	0.0137229	4.99808	0.608335	13962
0.0152714	0.00114985	0.000714717	0.660849	-0.323663	0.677142	0.105574	0.93335	0.343093	-0.743057	-0.155244	0.650973	0.00252914	4.27305	0.43179	17944
0.015252	0.00200814	0.0007766	0.75324	0.461139	0.46902	-0.189809	0.83513	-0.516267	-0.629763	0.299849	0.716581	0.00399667	4.87131	0.56448	14326
0.0152213	0.0119916	0.00341543	-0.45966	0.15661	0.874178	-0.325932	0.885894	-0.33009	0.826124	0.436651	0.356166	0.00771232	12.3499	0.530947	25438
0.0151103	0.000753799	0.00048683	0.102828	0.699893	0.706807	0.947292	0.147848	-0.284216	0.303421	-0.698778	0.6478	0.00188905	4.27856	0.459125	18768
0.015098	0.0097959	0.00113225	0.378676	0.925495	-0.00791228	0.82706	-0.342213	-0.44594	0.415423	-0.162323	0.895028	0.0100229	7.72701	0.644891	18325
0.0150608	0.0106401	0.001666	0.796294	-0.525777	0.299122	0.604502	0.709803	-0.361603	-0.0221955	0.468762	0.883046	0.0107098	6.70882	0.763339	18232
0.0150197	0.00445529	0.000518358	0.966418	0.239653	-0.0927479	-0.254775	0.846456	-0.467548	-0.033542	0.475477	0.879089	0.00387177	11.0617	0.576955	24948
0.0149776	0.00284406	0.000728702	-0.129288	-0.683887	0.718041	0.77784	-0.519061	-0.354316	0.615019	0.512712	0.599064	0.00454309	5.2885	0.558054	19271
