EigenVal1	EigenVal2	EigenVal3	EigenVec1X	EigenVec1Y	EigenVec1Z	EigenVec2X	EigenVec2Y	EigenVec2Z	EigenVec3X	EigenVec3Y	EigenVec3Z	Volume3d (mm^3) 	Shape_VA3d	Length3d (mm) 	index
0.00306888	0.00218536	0.000274887	0.843514	-0.425251	-0.328094	0.143865	-0.409649	0.900828	0.517482	0.807062	0.284366	0.00121773	3.62069	0.276974	1861
0.00305083	0.00210147	0.00129482	-0.00683012	0.649388	0.760427	0.956673	0.225601	-0.184066	0.291083	-0.726223	0.622793	0.00282577	3.2254	0.292144	1130
0.00303387	0.00169779	0.000899598	-0.554537	0.724006	-0.41025	0.831725	0.466292	-0.301339	0.0268751	0.508318	0.86075	0.00199833	2.31331	0.27713	1402
0.00303328	0.0022876	0.00101385	0.590948	0.432831	-0.680763	0.279058	0.682098	0.675921	0.756906	-0.589407	0.2823	0.00199833	3.99503	0.281457	1401
0.00301592	0.00164515	0.000485675	-0.4476	0.752375	0.483309	0.723867	0.622181	-0.298175	0.525044	-0.216388	0.823107	0.00115529	2.77675	0.260112	1929
0.00301476	0.0015276	0.000779999	-0.671149	0.722591	-0.165595	0.586446	0.654159	0.477658	-0.453477	-0.223467	0.862798	0.00167048	2.75279	0.255116	1548
0.00300446	0.00140125	0.000889099	0.810839	0.546042	-0.210662	-0.368672	0.75608	0.540762	0.454556	-0.360805	0.81437	0.00190466	2.57847	0.272854	1437
0.00299966	0.000949528	0.000314417	0.315468	0.94135	0.119751	0.118177	-0.164186	0.979325	0.941549	-0.294794	-0.163042	0.00120212	1.78867	0.263585	1881
0.00299673	0.00163949	0.000712878	-0.548841	0.0263401	0.835512	0.647848	0.645044	0.40523	-0.528268	0.763691	-0.371091	0.00179538	2.33125	0.258334	1489
0.00299098	0.00136388	0.000271249	0.934402	0.352632	0.0504294	-0.313658	0.881575	-0.352766	-0.168854	0.313808	0.934352	0.00121773	2.18124	0.245981	1868
0.00299006	0.00124613	0.000555977	-0.453298	0.759356	0.466797	0.729617	0.0152648	0.683686	0.512035	0.650496	-0.560958	0.0014363	2.39205	0.33082	1683
0.00298535	0.00213243	0.000232057	0.986458	-0.143164	-0.0800286	0.11108	0.224164	0.9682	0.120672	0.963978	-0.237031	0.00142069	2.7513	0.260305	1701
0.00298353	0.00142122	0.00104535	0.388191	-0.0567748	0.919828	0.648573	-0.692255	-0.316443	0.654722	0.719416	-0.231905	0.00238863	2.24393	0.279056	1243
0.00298076	0.00122758	0.000484956	0.713145	-0.356592	0.603544	0.399882	0.914073	0.0675639	-0.575777	0.193163	0.794462	0.00112406	2.74401	0.250265	1954
0.00297135	0.00181211	0.0004884	0.726375	0.671585	0.146127	-0.66971	0.739395	-0.0691563	-0.15449	-0.0476294	0.986846	0.00134263	2.54804	0.271808	1760
0.00296183	0.00143444	0.000649263	0.774453	0.489405	0.400881	-0.441125	0.871968	-0.212319	-0.453466	-0.0124078	0.891187	0.00173293	2.07279	0.295807	1515
0.00295456	0.00177333	0.00092229	-0.328573	-0.598866	0.730342	-0.944443	0.201636	-0.259557	-0.00817685	0.77505	0.631847	0.00204517	3.38925	0.305077	1381
0.00294716	0.00107473	0.000507955	-0.0940305	0.95483	-0.281882	0.93486	-0.0126757	-0.354789	0.342336	0.296881	0.891441	0.00157681	2.00786	0.247971	1600
0.00294322	0.00209352	0.000599601	-0.471726	0.0761741	0.878449	-0.356241	0.894866	-0.268899	0.806577	0.439786	0.394995	0.00193589	3.40316	0.294631	1420
0.00293326	0.00144408	0.00066991	0.693702	-0.420732	-0.584604	0.0589136	-0.77579	0.628235	0.717849	0.470249	0.51338	0.00184221	2.15524	0.268546	1466
0.00291756	0.00118968	0.000723477	0.811409	-0.531569	-0.243003	-0.16237	-0.604402	0.779958	0.561473	0.593408	0.576728	0.00124896	3.43522	0.278375	1837
0.00290348	0.000981111	0.000353713	0.710916	0.657375	0.249912	-0.650621	0.749674	-0.121164	-0.267003	-0.0764599	0.960658	0.00118651	2.12102	0.239584	1887
0.00289997	0.00122685	0.000823661	0.875363	0.320248	0.36219	-0.270804	-0.295818	0.916055	-0.400507	0.899963	0.172223	0.00196711	2.13522	0.252839	1414
