SAMPLE	Km	L	F	P	Pj	T	U	K1dec	K1inc	K2dec	K2inc	K3dec	K3inc	K11	K22	K33	K12	K23	K13	Norm_Susc_1	Norm_Susc_2	Norm_Susc_3
HU150205	8957.193	1.02	1.047	1.067	1.069	0.404	0.39	39.9	74.7	142.5	3.4	233.4	14.9	0.9943	0.98187	1.02383	-0.01945	0.01224	0.01056	1.0282	1.0084	0.9634
