x1	y1	z1	x2	y2	z2	x3	y3	z3
-0.2601	-0.017527	0.96542	-0.91774	-0.30634	-0.25281	0.30018	-0.95176	0.063593
-0.27506	-0.021853	0.96118	-0.90738	-0.32458	-0.26705	0.31782	-0.9456	0.069452
-0.30211	-0.017745	0.95311	-0.89457	-0.34015	-0.28989	0.32934	-0.9402	0.086889
-0.30211	-0.017745	0.95311	-0.89457	-0.34015	-0.28989	0.32934	-0.9402	0.086889
-0.3368	-0.047925	0.94036	-0.87925	-0.3413	-0.33231	0.33687	-0.93873	0.072811
-0.32567	-0.056655	0.94378	-0.88299	-0.33866	-0.32502	0.33803	-0.9392	0.060265
-0.28517	-0.01533	0.95836	-0.89819	-0.34474	-0.27278	0.33457	-0.93857	0.08454
-0.3034	-0.018565	0.95268	-0.90009	-0.32253	-0.29293	0.31271	-0.94638	0.081144
-0.30853	-0.0202	0.951	-0.90257	-0.30942	-0.29939	0.3003	-0.95071	0.077234
-0.31889	-0.013145	0.9477	-0.82328	-0.49158	-0.28384	0.4696	-0.87073	0.14594
-0.29437	-0.058095	0.95393	-0.85856	-0.42236	-0.29066	0.41978	-0.90457	0.07445
-0.25502	-0.032523	0.96639	-0.90966	-0.3308	-0.25118	0.32785	-0.94314	0.054775
-0.26246	-0.028214	0.96453	-0.90682	-0.33446	-0.25654	0.32984	-0.94199	0.062197
-0.27125	-0.010551	0.96245	-0.91689	-0.30135	-0.26171	0.2928	-0.95346	0.072067
-0.27132	-0.00044246	0.96249	-0.91533	-0.30906	-0.25816	0.29758	-0.95104	0.083446
-0.26108	-0.028304	0.9649	-0.91753	-0.30334	-0.25716	0.29997	-0.95246	0.053226
-0.26108	-0.028304	0.9649	-0.91753	-0.30334	-0.25716	0.29997	-0.95246	0.053226
-0.27471	-0.084546	0.9578	-0.87705	-0.38624	-0.28564	0.3941	-0.91851	0.031953
-0.27471	-0.084546	0.9578	-0.87705	-0.38624	-0.28564	0.3941	-0.91851	0.031953
-0.27471	-0.084546	0.9578	-0.87705	-0.38624	-0.28564	0.3941	-0.91851	0.031953
-0.28899	-0.050446	0.956	-0.85576	-0.43403	-0.28159	0.42914	-0.89948	0.08226
-0.30879	-0.048857	0.94988	-0.84974	-0.4345	-0.29858	0.42731	-0.89935	0.092652
-0.29147	-0.061801	0.95458	-0.84812	-0.44484	-0.28776	0.44242	-0.89348	0.077243
-0.28226	-0.077044	0.95624	-0.83287	-0.47498	-0.28411	0.47608	-0.87662	0.069899
-0.28226	-0.077044	0.95624	-0.83287	-0.47498	-0.28411	0.47608	-0.87662	0.069899
-0.26817	-0.0541	0.96185	-0.82971	-0.49439	-0.25914	0.48955	-0.86755	0.087694
-0.26817	-0.0541	0.96185	-0.82971	-0.49439	-0.25914	0.48955	-0.86755	0.087694
-0.27335	-0.031172	0.96141	-0.85868	-0.44254	-0.25849	0.43352	-0.89621	0.094204
-0.34122	-0.087473	0.9359	-0.82889	-0.44154	-0.34348	0.44328	-0.89297	0.078157
-0.29802	-0.0029053	0.95456	-0.84998	-0.4543	-0.26675	0.43443	-0.89085	0.13292
-0.29802	-0.0029053	0.95456	-0.84998	-0.4543	-0.26675	0.43443	-0.89085	0.13292
-0.31954	0.013864	0.94747	-0.8756	-0.38658	-0.28964	0.36226	-0.92215	0.13566
-0.31954	0.013864	0.94747	-0.8756	-0.38658	-0.28964	0.36226	-0.92215	0.13566
-0.30333	0.022707	0.95262	-0.88056	-0.38871	-0.27112	0.36414	-0.92108	0.1379
-0.32168	0.028314	0.94642	-0.88335	-0.36885	-0.28921	0.3409	-0.92906	0.14366
-0.25479	0.02192	0.96675	-0.91099	-0.34075	-0.23237	0.32432	-0.9399	0.10679
-0.28204	0.019675	0.9592	-0.90974	-0.32299	-0.26087	0.30468	-0.9462	0.109
-0.28204	0.019675	0.9592	-0.90974	-0.32299	-0.26087	0.30468	-0.9462	0.109
-0.23659	0.03908	0.97082	-0.92319	-0.32054	-0.21208	0.3029	-0.94643	0.11192
-0.24776	0.042829	0.96787	-0.92487	-0.30794	-0.22312	0.28849	-0.95044	0.11591
-0.21441	0.072695	0.97404	-0.93944	-0.28831	-0.18527	0.26736	-0.95477	0.13011
-0.22347	0.067521	0.97237	-0.93077	-0.31093	-0.19232	0.28935	-0.94803	0.13233
-0.2467	0.050568	0.96777	-0.90414	-0.37145	-0.21107	0.3488	-0.92708	0.13736
-0.22442	0.044219	0.97349	-0.90312	-0.3847	-0.19072	0.36606	-0.92198	0.12627
-0.22442	0.044219	0.97349	-0.90312	-0.3847	-0.19072	0.36606	-0.92198	0.12627
-0.4308	-0.021597	0.90219	-0.75165	-0.54467	-0.37196	0.49943	-0.83837	0.21841
-0.4308	-0.021597	0.90219	-0.75165	-0.54467	-0.37196	0.49943	-0.83837	0.21841
-0.42931	-0.026127	0.90278	-0.75165	-0.54384	-0.37318	0.50072	-0.83878	0.21384
-0.36817	-0.16971	0.91414	-0.72726	-0.56	-0.39686	0.57926	-0.81093	0.082752
-0.36817	-0.16971	0.91414	-0.72726	-0.56	-0.39686	0.57926	-0.81093	0.082752
-0.36298	-0.18307	0.91364	-0.71605	-0.57262	-0.39922	0.59626	-0.79912	0.076761
-0.35793	-0.1825	0.91574	-0.717	-0.57453	-0.39475	0.59816	-0.79788	0.074792
-0.41799	-0.13605	0.89821	-0.72543	-0.54517	-0.42016	0.54684	-0.82721	0.12918
-0.3532	-0.17905	0.91826	-0.73253	-0.55761	-0.39049	0.58194	-0.81057	0.065788
-0.30229	-0.080341	0.94982	-0.77136	-0.56479	-0.29327	0.56002	-0.82131	0.10876
-0.26776	-0.059401	0.96165	-0.82798	-0.49621	-0.26119	0.4927	-0.86617	0.083684
-0.26767	-0.061198	0.96157	-0.82934	-0.49338	-0.26226	0.49047	-0.86766	0.081307
-0.2617	-0.057472	0.96344	-0.83807	-0.48158	-0.25638	0.4787	-0.87452	0.077865
-0.28974	-0.069137	0.9546	-0.84776	-0.44441	-0.2895	0.44425	-0.89315	0.070153
-0.28974	-0.069137	0.9546	-0.84776	-0.44441	-0.2895	0.44425	-0.89315	0.070153
-0.285	-0.046869	0.95738	-0.87009	-0.40639	-0.27891	0.40214	-0.9125	0.075042
-0.26956	-0.048154	0.96178	-0.87867	-0.39638	-0.26612	0.39405	-0.91682	0.064539
-0.2717	-0.061467	0.96042	-0.88233	-0.38259	-0.2741	0.38429	-0.92187	0.049717
-0.26326	-0.06191	0.96274	-0.89117	-0.36659	-0.26727	0.36947	-0.92832	0.041336
-0.25395	-0.05931	0.9654	-0.89636	-0.36056	-0.25794	0.36338	-0.93085	0.0384
-0.26197	-0.064688	0.96291	-0.88897	-0.37219	-0.26686	0.37564	-0.9259	0.039995
-0.24093	-0.0063876	0.97052	-0.91141	-0.34223	-0.22851	0.3336	-0.9396	0.076631
-0.23188	-0.047593	0.97158	-0.90525	-0.35501	-0.23344	0.35603	-0.93365	0.039235
-0.21939	-0.035641	0.97499	-0.92628	-0.30623	-0.21962	0.30639	-0.95129	0.034169
-0.22685	-0.040886	0.97307	-0.91745	-0.32634	-0.22759	0.32685	-0.94437	0.036518
-0.26022	-0.028602	0.96513	-0.9136	-0.31616	-0.2557	0.31245	-0.94828	0.056139
-0.25474	-0.073306	0.96423	-0.90596	-0.33058	-0.26448	0.33814	-0.94093	0.017801
-0.25837	-0.026242	0.96569	-0.91378	-0.3177	-0.25312	0.31344	-0.94783	0.058105
-0.25837	-0.026242	0.96569	-0.91378	-0.3177	-0.25312	0.31344	-0.94783	0.058105
-0.27506	-0.021853	0.96118	-0.90738	-0.32458	-0.26705	0.31782	-0.9456	0.069452
-0.28897	-0.016437	0.9572	-0.90594	-0.31851	-0.27896	0.30946	-0.94778	0.077148
-0.28961	-0.017136	0.95699	-0.90354	-0.32502	-0.27925	0.31583	-0.94555	0.078646
-0.2808	-0.043371	0.95879	-0.90239	-0.32829	-0.27913	0.32687	-0.94358	0.053046
-0.32567	-0.056655	0.94378	-0.88299	-0.33866	-0.32502	0.33803	-0.9392	0.060265
-0.33437	-0.066204	0.94011	-0.88475	-0.3216	-0.33733	0.32467	-0.94456	0.048959
-0.26527	-0.046664	0.96304	-0.90278	-0.33871	-0.26508	0.33856	-0.93973	0.047721
-0.26492	-0.062944	0.96221	-0.90951	-0.31517	-0.27103	0.32032	-0.94695	0.026247
-0.25521	-0.038737	0.96611	-0.90312	-0.34731	-0.25249	0.34532	-0.93695	0.053653
-0.29437	-0.058095	0.95393	-0.85856	-0.42236	-0.29066	0.41978	-0.90457	0.07445
-0.30037	-0.05842	0.95203	-0.85207	-0.43213	-0.29535	0.42866	-0.89992	0.080023
-0.26246	-0.028214	0.96453	-0.90682	-0.33446	-0.25654	0.32984	-0.94199	0.062197
-0.26246	-0.028214	0.96453	-0.90682	-0.33446	-0.25654	0.32984	-0.94199	0.062197
-0.26246	-0.028214	0.96453	-0.90682	-0.33446	-0.25654	0.32984	-0.94199	0.062197
-0.26246	-0.028214	0.96453	-0.90682	-0.33446	-0.25654	0.32984	-0.94199	0.062197
-0.26108	-0.028304	0.9649	-0.91753	-0.30334	-0.25716	0.29997	-0.95246	0.053226
-0.26013	-0.073322	0.96279	-0.90097	-0.34016	-0.26933	0.34725	-0.9375	0.022426
-0.2147	-0.1171	0.96963	-0.86475	-0.43868	-0.24446	0.45399	-0.89098	-0.0070758
-0.2147	-0.1171	0.96963	-0.86475	-0.43868	-0.24446	0.45399	-0.89098	-0.0070758
-0.2147	-0.1171	0.96963	-0.86475	-0.43868	-0.24446	0.45399	-0.89098	-0.0070758
-0.28226	-0.077044	0.95624	-0.83287	-0.47498	-0.28411	0.47608	-0.87662	0.069899
-0.28226	-0.077044	0.95624	-0.83287	-0.47498	-0.28411	0.47608	-0.87662	0.069899
-0.28226	-0.077044	0.95624	-0.83287	-0.47498	-0.28411	0.47608	-0.87662	0.069899
-0.28475	-0.021788	0.95836	-0.85575	-0.44474	-0.26437	0.43198	-0.89539	0.10799
-0.28475	-0.021788	0.95836	-0.85575	-0.44474	-0.26437	0.43198	-0.89539	0.10799
-0.29526	-0.098437	0.95033	-0.80915	-0.50314	-0.30352	0.50803	-0.85858	0.068908
-0.26817	-0.0541	0.96185	-0.82971	-0.49439	-0.25914	0.48955	-0.86755	0.087694
-0.27335	-0.031172	0.96141	-0.85868	-0.44254	-0.25849	0.43352	-0.89621	0.094204
-0.29802	-0.0029053	0.95456	-0.84998	-0.4543	-0.26675	0.43443	-0.89085	0.13292
-0.3106	0.011687	0.95047	-0.85771	-0.43444	-0.27495	0.40971	-0.90062	0.14496
-0.31954	0.013864	0.94747	-0.8756	-0.38658	-0.28964	0.36226	-0.92215	0.13566
-0.34548	-0.016248	0.93829	-0.85993	-0.39484	-0.32346	0.37572	-0.91861	0.12243
-0.34942	-0.021521	0.93672	-0.85074	-0.41164	-0.3268	0.39262	-0.91109	0.12552
-0.31954	0.013864	0.94747	-0.8756	-0.38658	-0.28964	0.36226	-0.92215	0.13566
-0.30333	0.022707	0.95262	-0.88056	-0.38871	-0.27112	0.36414	-0.92108	0.1379
-0.35465	0.016571	0.93485	-0.86907	-0.37463	-0.32306	0.34487	-0.92703	0.14726
-0.28204	0.019675	0.9592	-0.90974	-0.32299	-0.26087	0.30468	-0.9462	0.109
-0.26104	0.041412	0.96444	-0.91366	-0.33308	-0.23299	0.31159	-0.94199	0.12478
-0.24776	0.042829	0.96787	-0.92487	-0.30794	-0.22312	0.28849	-0.95044	0.11591
-0.24776	0.042829	0.96787	-0.92487	-0.30794	-0.22312	0.28849	-0.95044	0.11591
-0.28287	0.04075	0.95829	-0.91111	-0.32366	-0.25518	0.29976	-0.94529	0.12868
-0.22347	0.067521	0.97237	-0.93077	-0.31093	-0.19232	0.28935	-0.94803	0.13233
-0.2467	0.050568	0.96777	-0.90414	-0.37145	-0.21107	0.3488	-0.92708	0.13736
-0.2467	0.050568	0.96777	-0.90414	-0.37145	-0.21107	0.3488	-0.92708	0.13736
-0.4308	-0.021597	0.90219	-0.75165	-0.54467	-0.37196	0.49943	-0.83837	0.21841
-0.41032	-0.13779	0.90147	-0.7321	-0.53964	-0.41571	0.54374	-0.83055	0.12055
-0.36817	-0.16971	0.91414	-0.72726	-0.56	-0.39686	0.57926	-0.81093	0.082752
-0.31495	-0.12531	0.9408	-0.72775	-0.60442	-0.32413	0.60925	-0.78675	0.099166
-0.35793	-0.1825	0.91574	-0.717	-0.57453	-0.39475	0.59816	-0.79788	0.074792
-0.3119	-0.12351	0.94205	-0.7317	-0.60127	-0.32109	0.60608	-0.78945	0.097166
-0.30229	-0.080341	0.94982	-0.77136	-0.56479	-0.29327	0.56002	-0.82131	0.10876
-0.2941	-0.072617	0.95301	-0.79946	-0.52776	-0.28693	0.5238	-0.84628	0.097161
-0.29876	-0.068076	0.9519	-0.8047	-0.51824	-0.28962	0.51303	-0.85252	0.10005
-0.33122	-0.076877	0.94042	-0.80077	-0.50425	-0.32325	0.49906	-0.86013	0.10545
-0.26767	-0.061198	0.96157	-0.82934	-0.49338	-0.26226	0.49047	-0.86766	0.081307
-0.30029	-0.056382	0.95218	-0.83391	-0.4691	-0.29076	0.46306	-0.88134	0.093848
-0.28974	-0.069137	0.9546	-0.84776	-0.44441	-0.2895	0.44425	-0.89315	0.070153
-0.31491	-0.050872	0.94776	-0.84882	-0.43167	-0.30521	0.42465	-0.90059	0.092759
-0.26956	-0.048154	0.96178	-0.87867	-0.39638	-0.26612	0.39405	-0.91682	0.064539
-0.2717	-0.061467	0.96042	-0.88233	-0.38259	-0.2741	0.38429	-0.92187	0.049717
-0.27603	-0.030764	0.96066	-0.89456	-0.35733	-0.26848	0.35154	-0.93347	0.071114
-0.27102	-0.030249	0.9621	-0.8942	-0.36207	-0.26328	0.35631	-0.93166	0.071082
-0.28715	-0.030399	0.9574	-0.87955	-0.3875	-0.2761	0.37938	-0.92137	0.084532
-0.29193	-0.04454	0.9554	-0.87227	-0.39735	-0.28505	0.39232	-0.91659	0.077146
-0.24511	-0.042081	0.96858	-0.89417	-0.3763	-0.24262	0.37468	-0.92554	0.054605
-0.23188	-0.047593	0.97158	-0.90525	-0.35501	-0.23344	0.35603	-0.93365	0.039235
-0.22685	-0.040886	0.97307	-0.91745	-0.32634	-0.22759	0.32685	-0.94437	0.036518
-0.23901	-0.015405	0.97089	-0.90753	-0.35206	-0.229	0.34534	-0.93585	0.070168
-0.23768	-0.010572	0.97129	-0.91118	-0.34402	-0.22671	0.33654	-0.9389	0.072134
-0.25837	-0.026242	0.96569	-0.91378	-0.3177	-0.25312	0.31344	-0.94783	0.058105
-0.24854	-0.0062108	0.9686	-0.90244	-0.36179	-0.23388	0.35189	-0.93224	0.084314
-0.24466	-0.016969	0.96946	-0.89931	-0.36979	-0.23343	0.36246	-0.92896	0.075214
-0.25455	-0.029075	0.96662	-0.90399	-0.34791	-0.24852	0.34353	-0.93708	0.062279
-0.26463	-0.040799	0.96349	-0.89827	-0.35305	-0.26167	0.35083	-0.93471	0.056779
-0.26412	-0.047968	0.9633	-0.89678	-0.3554	-0.26358	0.355	-0.93348	0.050851
-0.2808	-0.072545	0.95702	-0.88849	-0.35744	-0.28778	0.36295	-0.93111	0.035913
-0.2808	-0.072545	0.95702	-0.88849	-0.35744	-0.28778	0.36295	-0.93111	0.035913
-0.26527	-0.046664	0.96304	-0.90278	-0.33871	-0.26508	0.33856	-0.93973	0.047721
-0.25521	-0.038737	0.96611	-0.90312	-0.34731	-0.25249	0.34532	-0.93695	0.053653
-0.25521	-0.038737	0.96611	-0.90312	-0.34731	-0.25249	0.34532	-0.93695	0.053653
-0.24392	-0.04352	0.96882	-0.89988	-0.36227	-0.24283	0.36154	-0.93106	0.049201
-0.23757	-0.046957	0.97023	-0.89413	-0.37976	-0.23731	0.3796	-0.92389	0.048235
-0.25617	-0.046366	0.96552	-0.90138	-0.34931	-0.25593	0.34913	-0.93586	0.04769
-0.29594	-0.078852	0.95195	-0.88758	-0.34562	-0.30456	0.35303	-0.93506	0.032296
-0.25617	-0.046366	0.96552	-0.90138	-0.34931	-0.25593	0.34913	-0.93586	0.04769
-0.26013	-0.073322	0.96279	-0.90097	-0.34016	-0.26933	0.34725	-0.9375	0.022426
-0.26013	-0.073322	0.96279	-0.90097	-0.34016	-0.26933	0.34725	-0.9375	0.022426
-0.26013	-0.073322	0.96279	-0.90097	-0.34016	-0.26933	0.34725	-0.9375	0.022426
-0.26081	-0.08019	0.96205	-0.8893	-0.36782	-0.27175	0.37566	-0.92643	0.024619
-0.2147	-0.1171	0.96963	-0.86475	-0.43868	-0.24446	0.45399	-0.89098	-0.0070758
-0.2147	-0.1171	0.96963	-0.86475	-0.43868	-0.24446	0.45399	-0.89098	-0.0070758
-0.2724	-0.12292	0.9543	-0.79458	-0.53059	-0.29515	0.54263	-0.83867	0.046867
-0.2724	-0.12292	0.9543	-0.79458	-0.53059	-0.29515	0.54263	-0.83867	0.046867
-0.2724	-0.12292	0.9543	-0.79458	-0.53059	-0.29515	0.54263	-0.83867	0.046867
-0.31949	0.046566	0.94645	-0.82947	-0.49665	-0.25557	0.45815	-0.8667	0.1973
-0.31949	0.046566	0.94645	-0.82947	-0.49665	-0.25557	0.45815	-0.8667	0.1973
-0.28475	-0.021788	0.95836	-0.85575	-0.44474	-0.26437	0.43198	-0.89539	0.10799
-0.30909	0.029111	0.95059	-0.87137	-0.40912	-0.2708	0.38102	-0.91202	0.15182
-0.29952	0.011252	0.95402	-0.87376	-0.40483	-0.26955	0.38318	-0.91432	0.13108
-0.29952	0.011252	0.95402	-0.87376	-0.40483	-0.26955	0.38318	-0.91432	0.13108
-0.3106	0.011687	0.95047	-0.85771	-0.43444	-0.27495	0.40971	-0.90062	0.14496
-0.31954	0.013864	0.94747	-0.8756	-0.38658	-0.28964	0.36226	-0.92215	0.13566
-0.36646	0.014931	0.93031	-0.85664	-0.39566	-0.33109	0.36314	-0.91828	0.15778
-0.36145	-0.00067625	0.93239	-0.8496	-0.4117	-0.32966	0.38409	-0.91132	0.14824
-0.35793	0.013558	0.93365	-0.84603	-0.42783	-0.31813	0.39512	-0.90376	0.1646
-0.3361	0.037047	0.9411	-0.86758	-0.40103	-0.29406	0.36652	-0.91531	0.16693
-0.3361	0.037047	0.9411	-0.86758	-0.40103	-0.29406	0.36652	-0.91531	0.16693
-0.35681	0.044066	0.93314	-0.87539	-0.36451	-0.31752	0.32614	-0.93016	0.16864
-0.26104	0.041412	0.96444	-0.91366	-0.33308	-0.23299	0.31159	-0.94199	0.12478
-0.24776	0.042829	0.96787	-0.92487	-0.30794	-0.22312	0.28849	-0.95044	0.11591
-0.24111	0.092243	0.9661	-0.93262	-0.29741	-0.20436	0.26847	-0.95028	0.15774
-0.24868	0.10133	0.96327	-0.92152	-0.33099	-0.20308	0.29826	-0.93818	0.17569
-0.24868	0.10133	0.96327	-0.92152	-0.33099	-0.20308	0.29826	-0.93818	0.17569
-0.2467	0.050568	0.96777	-0.90414	-0.37145	-0.21107	0.3488	-0.92708	0.13736
-0.31443	0.0053039	0.94926	-0.87095	-0.39937	-0.28626	0.37759	-0.91677	0.1302
-0.4302	-0.038476	0.90191	-0.75536	-0.53175	-0.38298	0.49433	-0.84603	0.1997
-0.4308	-0.021597	0.90219	-0.75165	-0.54467	-0.37196	0.49943	-0.83837	0.21841
-0.4308	-0.021597	0.90219	-0.75165	-0.54467	-0.37196	0.49943	-0.83837	0.21841
-0.39952	-0.13041	0.9074	-0.67626	-0.62634	-0.38777	0.61891	-0.76856	0.16204
-0.36488	-0.14617	0.91951	-0.69349	-0.6163	-0.37316	0.62124	-0.77383	0.12351
-0.36488	-0.14617	0.91951	-0.69349	-0.6163	-0.37316	0.62124	-0.77383	0.12351
-0.31495	-0.12531	0.9408	-0.72775	-0.60442	-0.32413	0.60925	-0.78675	0.099166
-0.32363	-0.10304	0.94056	-0.73106	-0.60384	-0.31769	0.60068	-0.79042	0.12009
-0.2804	-0.050066	0.95858	-0.78909	-0.55659	-0.25989	0.54655	-0.82927	0.11656
-0.2941	-0.072617	0.95301	-0.79946	-0.52776	-0.28693	0.5238	-0.84628	0.097161
-0.29876	-0.068076	0.9519	-0.8047	-0.51824	-0.28962	0.51303	-0.85252	0.10005
-0.24841	-0.039856	0.96783	-0.82709	-0.51134	-0.23335	0.5042	-0.85845	0.094059
-0.24841	-0.039856	0.96783	-0.82709	-0.51134	-0.23335	0.5042	-0.85845	0.094059
-0.2394	-0.026569	0.97056	-0.84184	-0.49235	-0.22113	0.48373	-0.86999	0.095501
-0.22596	-0.033979	0.97354	-0.87452	-0.43318	-0.2181	0.42913	-0.90067	0.068166
-0.23129	-0.04494	0.97185	-0.8813	-0.41343	-0.22886	0.41208	-0.90943	0.056018
-0.22661	-0.047731	0.97282	-0.88283	-0.41184	-0.22585	0.41142	-0.91001	0.051186
-0.22544	-0.056304	0.97263	-0.88603	-0.40329	-0.22871	0.40513	-0.91334	0.041029
-0.22044	-0.061309	0.97347	-0.88648	-0.40373	-0.22617	0.40689	-0.91282	0.03465
-0.23111	-0.083422	0.96934	-0.88566	-0.39438	-0.2451	0.40273	-0.91515	0.017263
-0.29692	-0.059761	0.95303	-0.85526	-0.42724	-0.29325	0.4247	-0.90216	0.075743
-0.25199	-0.046403	0.96662	-0.89127	-0.378	-0.2505	0.377	-0.92464	0.053896
-0.24511	-0.042081	0.96858	-0.89417	-0.3763	-0.24262	0.37468	-0.92554	0.054605
-0.24584	-0.051496	0.96794	-0.90181	-0.35396	-0.24788	0.35538	-0.93384	0.040578
-0.23902	-0.054701	0.96947	-0.90472	-0.35004	-0.24281	0.35263	-0.93514	0.034178
-0.23902	-0.054701	0.96947	-0.90472	-0.35004	-0.24281	0.35263	-0.93514	0.034178
-0.23388	-0.058862	0.97048	-0.91358	-0.32822	-0.24008	0.33266	-0.94276	0.022989
-0.25607	-0.044747	0.96562	-0.91185	-0.3204	-0.25666	0.32087	-0.94623	0.041243
-0.25607	-0.044747	0.96562	-0.91185	-0.3204	-0.25666	0.32087	-0.94623	0.041243
-0.25455	-0.029075	0.96662	-0.90399	-0.34791	-0.24852	0.34353	-0.93708	0.062279
-0.31683	-0.064781	0.94627	-0.88456	-0.33988	-0.31944	0.34231	-0.93824	0.050382
-0.26463	-0.040799	0.96349	-0.89827	-0.35305	-0.26167	0.35083	-0.93471	0.056779
-0.28576	-0.075189	0.95535	-0.88669	-0.3574	-0.29335	0.3635	-0.93092	0.035462
-0.2808	-0.072545	0.95702	-0.88849	-0.35744	-0.28778	0.36295	-0.93111	0.035913
-0.25284	-0.07254	0.96478	-0.90122	-0.34508	-0.26213	0.35195	-0.93576	0.021876
-0.25284	-0.07254	0.96478	-0.90122	-0.34508	-0.26213	0.35195	-0.93576	0.021876
-0.25284	-0.07254	0.96478	-0.90122	-0.34508	-0.26213	0.35195	-0.93576	0.021876
-0.24047	-0.040345	0.96982	-0.90437	-0.35359	-0.23895	0.35255	-0.93453	0.048539
-0.24047	-0.040345	0.96982	-0.90437	-0.35359	-0.23895	0.35255	-0.93453	0.048539
-0.25617	-0.046366	0.96552	-0.90138	-0.34931	-0.25593	0.34913	-0.93586	0.04769
-0.25617	-0.046366	0.96552	-0.90138	-0.34931	-0.25593	0.34913	-0.93586	0.04769
-0.27441	-0.061321	0.95966	-0.8833	-0.37841	-0.27675	0.38011	-0.92361	0.049673
-0.23392	-0.088928	0.96818	-0.90451	-0.34532	-0.25025	0.35658	-0.93426	0.00034078
-0.26013	-0.073322	0.96279	-0.90097	-0.34016	-0.26933	0.34725	-0.9375	0.022426
-0.26081	-0.08019	0.96205	-0.8893	-0.36782	-0.27175	0.37566	-0.92643	0.024619
-0.28493	-0.0076279	0.95852	-0.89541	-0.35481	-0.26899	0.34214	-0.93491	0.094264
-0.28493	-0.0076279	0.95852	-0.89541	-0.35481	-0.26899	0.34214	-0.93491	0.094264
-0.2147	-0.1171	0.96963	-0.86475	-0.43868	-0.24446	0.45399	-0.89098	-0.0070758
-0.2836	0.014402	0.95883	-0.77542	-0.59171	-0.22046	0.56417	-0.80602	0.17898
-0.31949	0.046566	0.94645	-0.82947	-0.49665	-0.25557	0.45815	-0.8667	0.1973
-0.29923	0.0634	0.95207	-0.83829	-0.49407	-0.23057	0.45577	-0.86711	0.20099
-0.25781	0.043885	0.9652	-0.86438	-0.45684	-0.21011	0.43172	-0.88846	0.15571
-0.25781	0.043885	0.9652	-0.86438	-0.45684	-0.21011	0.43172	-0.88846	0.15571
-0.22386	0.032307	0.97408	-0.90259	-0.38397	-0.1947	0.36773	-0.92278	0.11512
-0.29952	0.011252	0.95402	-0.87376	-0.40483	-0.26955	0.38318	-0.91432	0.13108
-0.3106	0.011687	0.95047	-0.85771	-0.43444	-0.27495	0.40971	-0.90062	0.14496
-0.35685	0.04519	0.93307	-0.8528	-0.42346	-0.30564	0.3813	-0.90479	0.18965
-0.35793	0.013558	0.93365	-0.84603	-0.42783	-0.31813	0.39512	-0.90376	0.1646
-0.35793	0.013558	0.93365	-0.84603	-0.42783	-0.31813	0.39512	-0.90376	0.1646
-0.3361	0.037047	0.9411	-0.86758	-0.40103	-0.29406	0.36652	-0.91531	0.16693
-0.25502	0.10078	0.96167	-0.87861	-0.43943	-0.18694	0.40374	-0.89261	0.20061
-0.25586	0.10452	0.96105	-0.88526	-0.42474	-0.1895	0.38839	-0.89926	0.2012
-0.25586	0.10452	0.96105	-0.88526	-0.42474	-0.1895	0.38839	-0.89926	0.2012
-0.25586	0.10452	0.96105	-0.88526	-0.42474	-0.1895	0.38839	-0.89926	0.2012
-0.14128	0.17022	0.97523	-0.92161	-0.38234	-0.06678	0.3615	-0.90821	0.21089
-0.14128	0.17022	0.97523	-0.92161	-0.38234	-0.06678	0.3615	-0.90821	0.21089
-0.24868	0.10133	0.96327	-0.92152	-0.33099	-0.20308	0.29826	-0.93818	0.17569
-0.24525	0.10617	0.96363	-0.92314	-0.32914	-0.19868	0.29607	-0.93829	0.17873
-0.2467	0.050568	0.96777	-0.90414	-0.37145	-0.21107	0.3488	-0.92708	0.13736
-0.36488	-0.14617	0.91951	-0.69349	-0.6163	-0.37316	0.62124	-0.77383	0.12351
-0.32946	-0.14054	0.93365	-0.71021	-0.61471	-0.34314	0.62215	-0.77613	0.10271
-0.32363	-0.10304	0.94056	-0.73106	-0.60384	-0.31769	0.60068	-0.79042	0.12009
-0.32363	-0.10304	0.94056	-0.73106	-0.60384	-0.31769	0.60068	-0.79042	0.12009
-0.32363	-0.10304	0.94056	-0.73106	-0.60384	-0.31769	0.60068	-0.79042	0.12009
-0.2804	-0.050066	0.95858	-0.78909	-0.55659	-0.25989	0.54655	-0.82927	0.11656
-0.2804	-0.050066	0.95858	-0.78909	-0.55659	-0.25989	0.54655	-0.82927	0.11656
-0.23708	-0.026204	0.97114	-0.79918	-0.56311	-0.21029	0.55237	-0.82597	0.11256
-0.22947	-0.013445	0.97322	-0.82376	-0.52991	-0.20155	0.51843	-0.84795	0.11052
-0.2394	-0.026569	0.97056	-0.84184	-0.49235	-0.22113	0.48373	-0.86999	0.095501
-0.22596	-0.033979	0.97354	-0.87452	-0.43318	-0.2181	0.42913	-0.90067	0.068166
-0.22205	-0.034246	0.97443	-0.87932	-0.42479	-0.21531	0.4213	-0.90465	0.064212
-0.23129	-0.04494	0.97185	-0.8813	-0.41343	-0.22886	0.41208	-0.90943	0.056018
-0.22142	-0.06138	0.97325	-0.87847	-0.42076	-0.22639	0.4234	-0.90509	0.039244
-0.23117	-0.083342	0.96934	-0.87966	-0.40775	-0.24484	0.41565	-0.90928	0.020949
-0.22939	-0.087257	0.96941	-0.88275	-0.40093	-0.24497	0.41004	-0.91194	0.014944
-0.23111	-0.083422	0.96934	-0.88566	-0.39438	-0.2451	0.40273	-0.91515	0.017263
